"Parámetro","Fecha","Hora","Valor","Unidad"
"PM2.5","2014-12-01","0:00 - 1:00","20","µg/m³"
"PM2.5","2014-12-01","1:00 - 2:00","14","µg/m³"
"PM2.5","2014-12-01","2:00 - 3:00","9","µg/m³"
"PM2.5","2014-12-01","3:00 - 4:00","5","µg/m³"
"PM2.5","2014-12-01","4:00 - 5:00","32","µg/m³"
"PM2.5","2014-12-01","5:00 - 6:00","19","µg/m³"
"PM2.5","2014-12-01","6:00 - 7:00","22","µg/m³"
"PM2.5","2014-12-01","8:00 - 9:00","6","µg/m³"
"PM2.5","2014-12-01","10:00 - 11:00","7","µg/m³"
"PM2.5","2014-12-01","11:00 - 12:00","47","µg/m³"
"PM2.5","2014-12-01","12:00 - 13:00","52","µg/m³"
"PM2.5","2014-12-01","13:00 - 14:00","61","µg/m³"
"PM2.5","2014-12-01","14:00 - 15:00","55","µg/m³"
"PM2.5","2014-12-01","15:00 - 16:00","66","µg/m³"
"PM2.5","2014-12-01","16:00 - 17:00","25","µg/m³"
"PM2.5","2014-12-01","17:00 - 18:00","32","µg/m³"
"PM2.5","2014-12-01","18:00 - 19:00","23","µg/m³"
"PM2.5","2014-12-01","19:00 - 20:00","30","µg/m³"
"PM2.5","2014-12-01","20:00 - 21:00","17","µg/m³"
"PM2.5","2014-12-01","21:00 - 22:00","23","µg/m³"
"PM2.5","2014-12-01","22:00 - 23:00","18","µg/m³"
"PM2.5","2014-12-02","23:00 - 0:00","33","µg/m³"
"PM2.5","2014-12-02","0:00 - 1:00","18","µg/m³"
"PM2.5","2014-12-02","1:00 - 2:00","14","µg/m³"
"PM2.5","2014-12-02","2:00 - 3:00","24","µg/m³"
"PM2.5","2014-12-02","3:00 - 4:00","27","µg/m³"
"PM2.5","2014-12-02","4:00 - 5:00","15","µg/m³"
"PM2.5","2014-12-02","5:00 - 6:00","18","µg/m³"
"PM2.5","2014-12-02","6:00 - 7:00","18","µg/m³"
"PM2.5","2014-12-02","7:00 - 8:00","9","µg/m³"
"PM2.5","2014-12-02","8:00 - 9:00","8","µg/m³"
"PM2.5","2014-12-02","9:00 - 10:00","23","µg/m³"
"PM2.5","2014-12-02","10:00 - 11:00","22","µg/m³"
"PM2.5","2014-12-02","11:00 - 12:00","29","µg/m³"
"PM2.5","2014-12-02","12:00 - 13:00","45","µg/m³"
"PM2.5","2014-12-02","13:00 - 14:00","55","µg/m³"
"PM2.5","2014-12-02","14:00 - 15:00","58","µg/m³"
"PM2.5","2014-12-02","15:00 - 16:00","65","µg/m³"
"PM2.5","2014-12-02","16:00 - 17:00","83","µg/m³"
"PM2.5","2014-12-02","17:00 - 18:00","75","µg/m³"
"PM2.5","2014-12-02","18:00 - 19:00","39","µg/m³"
"PM2.5","2014-12-02","19:00 - 20:00","55","µg/m³"
"PM2.5","2014-12-02","20:00 - 21:00","57","µg/m³"
"PM2.5","2014-12-02","21:00 - 22:00","54","µg/m³"
"PM2.5","2014-12-02","22:00 - 23:00","49","µg/m³"
"PM2.5","2014-12-03","23:00 - 0:00","65","µg/m³"
"PM2.5","2014-12-03","0:00 - 1:00","59","µg/m³"
"PM2.5","2014-12-03","1:00 - 2:00","67","µg/m³"
"PM2.5","2014-12-03","2:00 - 3:00","74","µg/m³"
